LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
51,14803,1Fam,5,5,3,1,8,1964,1175,4,GasA,Y,1396,0,2007,142937.41924258
51,5790,1Fam,5,5,1,0,5,1962,1428,3,GasA,Y,1539,0,2007,154241.216599722
50,6402,1Fam,5,5,1,1,6,1958,1734,2,GasA,Y,912,0,2009,139535.674113152
60,9100,1Fam,6,5,1,1,8,2004,1054,3,GasA,N,2121,0,2006,237233.222603412
90,7800,1Fam,8,3,1,0,5,1945,744,4,GasA,Y,840,0,2010,148025.38364056
34,15138,TwnhsE,8,5,2,0,9,1977,528,3,GasA,Y,1656,0,2010,214335.184592425
65,1680,1Fam,8,5,1,1,8,2004,600,3,GasA,Y,2448,0,2010,259269.523502514
74,16635,1Fam,6,5,2,1,7,1967,1626,3,GasA,Y,854,0,2010,146899.370572218
67,6120,1Fam,6,5,1,1,9,1988,728,4,GasA,Y,1134,0,2006,150800.857524221
21,10800,1Fam,5,5,2,0,7,1959,741,3,GasA,Y,875,0,2006,93778.0293550416
60,12984,1Fam,4,5,2,1,6,1969,872,3,GasA,Y,1629,0,2008,211108.583645114
80,9142,1Fam,6,5,1,1,6,1925,608,3,GasA,Y,1324,0,2007,123288.371348256
52,5000,Duplex,5,6,2,0,10,2007,918,3,GasA,Y,1080,0,2009,155302.837055901
85,5000,1Fam,8,5,2,1,7,2006,1134,3,GasA,Y,1456,0,2009,204550.528413417
75,10769,1Fam,7,5,2,1,7,1939,793,2,GasA,Y,3395,0,2009,210019.805725713
50,9206,1Fam,7,9,1,0,7,2009,972,2,GasA,Y,2270,0,2006,247649.227305101
55,8461,1Fam,6,5,2,0,7,1950,1117,2,Wall,Y,1721,0,2009,155866.762784481
120,8366,1Fam,6,5,2,0,6,1948,1484,3,GasA,Y,1214,0,2008,175031.823539733
50,12552,1Fam,5,6,2,0,4,1915,1372,3,GasA,Y,754,0,2010,77124.3602659418
52,7922,Duplex,5,5,2,0,9,1995,1316,2,GasA,Y,988,0,2008,191936.140354741
50,5306,1Fam,6,7,1,1,6,1972,740,3,GasA,Y,1635,0,2006,161448.381531893
30,2887,1Fam,5,5,1,1,6,1972,684,4,GasA,N,1855,0,2006,141004.517525329
85,9430,1Fam,6,5,1,0,9,1950,864,3,GasA,Y,1728,0,2010,149956.942578466
59,12384,1Fam,4,7,2,0,5,2003,1196,3,GasA,Y,1350,0,2007,124508.461395366
70,6240,1Fam,5,8,1,1,12,1936,969,2,GasA,Y,1872,0,2008,154781.256607249
108,9765,1Fam,6,7,1,1,5,2006,960,3,GasA,Y,2028,0,2006,194494.394955464
91,8197,1Fam,6,5,2,1,6,1992,0,3,GasA,Y,1473,0,2006,150830.068691364
60,13837,1Fam,6,8,2,0,4,2003,483,3,GasA,Y,3228,0,2010,189160.082874093
70,11841,1Fam,5,5,2,0,5,1950,918,3,GasA,Y,1316,0,2008,122093.82685681
60,8730,1Fam,8,5,2,0,7,1989,1367,3,GasA,N,1935,0,2007,262135.625614146
60,13693,1Fam,6,8,2,0,7,1953,1090,3,GasA,Y,1389,0,2010,144209.646024064
60,7851,1Fam,6,5,2,0,5,1914,1164,3,GasA,Y,1536,0,2006,176270.608081961
80,8125,1Fam,3,6,1,0,7,1985,1150,3,GasA,Y,1555,0,2007,142045.211028286
99,6792,1Fam,5,5,2,1,6,1994,1063,4,GasA,Y,1510,0,2008,160977.797311267
48,9600,1Fam,5,6,1,0,9,2004,1713,4,GasA,Y,1229,0,2008,185881.221206191
75,9600,1Fam,7,5,2,0,3,1958,770,2,GasA,Y,1235,0,2008,118325.128465301
105,7820,1Fam,8,6,1,1,5,2008,845,2,GasA,Y,3395,0,2009,324872.151324573
52,8544,1Fam,5,6,2,1,7,2009,804,4,GasA,Y,1716,0,2009,199537.370655134
64,11425,1Fam,7,6,3,0,7,1954,804,4,GasA,Y,1582,0,2007,191174.493232251
73,9400,1Fam,7,5,2,0,7,2003,963,2,GasA,Y,848,0,2009,142043.733031796
40,6120,1Fam,5,6,2,0,5,1918,689,2,GasA,Y,773,0,2007,111909.418241212
60,11625,1Fam,6,2,2,0,6,2003,798,3,GasA,Y,1142,0,2009,127824.15194857
64,6897,Duplex,5,5,1,0,6,1931,360,3,GasA,Y,2200,0,2006,150541.95875986
50,7795,1Fam,6,5,2,0,4,1949,848,4,GasA,N,1040,0,2008,142150.250809515
55,12984,1Fam,6,4,2,1,7,2005,958,3,GasA,Y,1960,0,2006,213183.914347114
52,10921,1Fam,5,5,3,0,6,2004,540,3,GasA,N,1795,0,2010,143772.200807788
60,5586,TwnhsE,5,5,2,0,7,1916,1249,3,GasA,Y,1944,0,2009,124886.423182311
50,5586,1Fam,7,5,3,0,7,2004,960,4,GasA,Y,1797,0,2009,193830.270134289
63,7931,1Fam,6,5,1,1,7,2004,806,3,GasA,Y,988,0,2007,153910.592954632
60,11214,1Fam,5,5,2,0,11,1924,728,3,GasA,Y,3395,0,2008,184109.480353267
76,10500,1Fam,4,7,2,1,9,1988,0,3,GasA,Y,864,0,2009,92896.7509537732
68,12011,1Fam,6,5,1,0,7,2006,1437,2,GasA,Y,1660,0,2008,235830.20239509
60,15431,1Fam,7,5,1,0,6,1994,1478,3,GasA,Y,1761,0,2010,228932.953515644
61,13284,TwnhsE,6,4,2,0,5,2004,923,2,GasA,Y,1644,0,2007,179518.314118744
60,9196,1Fam,8,5,2,0,8,1959,1235,3,GasA,Y,2002,0,2008,229288.930538288
60,7259,1Fam,4,5,2,1,6,2005,648,2,GasA,N,1839,0,2007,167930.193773658
100,7314,1Fam,5,5,2,1,6,1990,630,2,GasA,N,2094,0,2008,198263.143928178
60,7060,1Fam,6,5,2,0,5,1954,1614,3,GasA,Y,848,0,2009,165439.965452043
70,1890,1Fam,5,6,2,0,6,1946,1228,3,GasA,Y,1252,0,2009,121319.738226601
50,7259,1Fam,8,5,2,1,8,1925,988,2,GasA,Y,2291,0,2007,273055.258500464
24,12615,1Fam,9,5,2,0,5,1999,1158,3,GasA,Y,1456,0,2006,230996.468007739
78,16059,1Fam,6,5,2,1,5,2006,0,3,GasA,Y,630,0,2007,109865.212369006
93,5062,1Fam,5,5,1,0,4,1960,1004,4,GasA,Y,1661,0,2009,133721.821615477
77,2448,1Fam,7,5,1,1,7,2008,1040,3,GasA,Y,1567,0,2010,210368.686085626
91,11888,1Fam,7,9,1,0,9,2003,970,3,GasA,Y,1717,0,2007,205535.947773213
75,6911,1Fam,7,7,2,0,8,1970,912,4,GasA,Y,1501,0,2008,165555.853685651
88,7851,1Fam,3,5,2,0,5,1974,1414,2,GasA,Y,1713,0,2007,176352.232666719
85,2572,1Fam,7,5,2,0,6,1993,1490,3,GasA,Y,914,0,2008,210438.704544399
85,10000,1Fam,5,6,2,0,5,1918,1088,2,GasA,Y,960,0,2008,142841.844198019
75,10175,1Fam,7,7,2,0,5,1948,912,2,GasA,Y,827,0,2007,153740.915939821
65,8125,1Fam,7,8,2,1,7,2003,1063,3,GasA,Y,1625,0,2009,246536.187333833
65,8795,1Fam,6,5,2,1,6,2005,950,2,GasA,Y,1196,0,2009,169264.777306057
60,9600,1Fam,6,6,1,0,8,1977,1026,2,GasA,Y,1053,0,2006,130838.102512917
76,11250,1Fam,5,5,1,0,7,1960,1337,4,GasA,Y,1517,0,2009,168153.887962028
50,11000,1Fam,6,5,2,0,5,1946,551,2,GasA,Y,1306,0,2008,124422.167953338
95,10364,1Fam,8,5,2,0,7,1972,728,2,GasA,Y,1826,0,2009,175103.767956235
60,10300,1Fam,3,5,1,1,6,1976,1266,2,GasA,Y,1646,0,2007,111993.907446686
74,7875,1Fam,4,5,2,0,11,1940,807,2,GasA,Y,864,0,2009,91210.4830672255
75,10500,1Fam,5,5,2,1,5,1946,990,3,GasA,Y,1620,0,2008,154634.309725447
70,16033,1Fam,7,5,2,1,6,1998,972,4,GasA,Y,1640,0,2009,230464.16384558
90,2448,1Fam,7,5,2,0,6,1958,1856,3,GasA,Y,1635,0,2007,155332.41212173
51,14850,1Fam,6,8,1,1,7,1994,1176,2,GasA,Y,1992,0,2010,214024.686677355
81,12438,1Fam,6,6,2,0,12,1996,1502,2,GasA,Y,1092,0,2007,230562.980579546
84,14850,1Fam,6,5,1,0,6,1969,876,2,GasA,Y,1573,0,2006,177759.269338421
67,11924,1Fam,5,5,2,1,6,1965,684,2,GasA,Y,1131,0,2009,117083.891057873
65,9200,1Fam,7,6,1,0,8,1961,1134,3,GasA,Y,1252,0,2006,223874.22285184
70,7018,1Fam,5,7,2,0,7,1941,1028,3,GasA,Y,1550,0,2009,174485.761459446
59,4282,Duplex,5,5,2,1,6,1959,1095,3,GasA,Y,1739,0,2009,147600.866441857
80,13891,1Fam,8,5,1,1,3,1948,780,3,GasA,Y,1869,0,2010,184138.678359237
91,5900,1Fam,5,5,1,0,5,2005,795,2,GasA,Y,869,0,2009,154903.732803427
62,8248,1Fam,5,5,2,1,5,1976,866,3,GasA,Y,1252,0,2007,111925.764339719
21,11645,1Fam,5,5,2,0,5,1958,1410,2,GasA,Y,1120,0,2006,128374.802236863
56,1491,Duplex,8,6,2,1,6,2003,0,3,GasA,Y,923,0,2009,165239.553106151
114,15576,1Fam,7,5,2,0,5,2004,1252,3,GasA,Y,951,0,2008,200981.30529435
72,8450,1Fam,6,5,2,0,6,1949,1629,4,GasA,Y,1340,0,2008,169651.752410056
73,7588,1Fam,6,5,1,1,5,1994,1410,4,GasA,Y,1378,0,2008,225018.76055333
85,8004,1Fam,4,5,2,1,4,1967,1484,3,GasA,Y,1148,0,2006,130722.898194871
60,4923,1Fam,4,5,1,1,7,1922,964,3,GasA,Y,1072,0,2009,87138.075512053
67,11988,1Fam,5,5,2,0,7,1995,1080,2,GasA,N,1048,0,2007,123799.41683546
50,13472,1Fam,4,5,1,1,6,1975,1121,1,GasA,Y,2127,0,2006,188210.508101929
70,1300,2fmCon,5,5,2,1,6,1918,910,3,GasA,Y,1479,0,2007,98997.1680418298
68,12456,1Fam,5,7,1,1,7,1984,1040,3,GasA,Y,1682,0,2006,150384.702779307
85,10000,1Fam,5,5,1,1,7,2009,1638,3,GasA,Y,1855,0,2006,221563.510308971
72,6240,1Fam,9,7,3,0,6,2004,992,3,GasA,Y,882,0,2008,200225.845438772
94,2001,TwnhsE,5,5,2,0,7,1998,672,2,GasA,Y,1567,0,2007,151656.159549346
67,8521,1Fam,5,7,1,1,6,1993,1008,4,GasA,Y,1478,0,2009,145154.455386144
24,7332,Twnhs,10,6,1,1,7,1919,1026,3,GasA,Y,1236,0,2010,236820.415022538
86,13006,1Fam,7,5,1,0,6,1993,1842,3,GasA,Y,912,0,2008,204380.259148155
60,8012,2fmCon,5,5,1,0,11,1966,744,3,GasA,Y,1717,0,2009,104104.363902698
72,8471,Twnhs,5,6,1,1,8,1955,1058,2,GasA,Y,864,0,2007,145956.601275513
75,10083,1Fam,5,6,2,0,8,2009,1626,3,GasA,Y,1640,0,2010,205395.523015548
70,7711,1Fam,4,5,2,0,10,1928,802,2,GasA,Y,1905,0,2007,112123.486190006
52,9084,1Fam,5,6,1,1,6,1988,1040,3,GasA,Y,813,0,2006,158172.645899804
24,12692,1Fam,8,7,2,1,6,2002,710,4,GasA,Y,1336,0,2010,138951.940530162
85,9571,1Fam,5,7,1,1,8,1982,1248,3,GasA,Y,1392,0,2007,167870.810239372
92,6000,1Fam,6,5,2,0,8,1949,723,3,GasA,Y,1004,0,2008,141800.043441224
79,14762,Twnhs,8,8,2,0,7,1940,1199,2,GasA,Y,1792,0,2009,195586.198659443
60,10625,1Fam,5,5,1,0,5,2006,901,3,GasA,Y,1224,0,2009,155082.52240084
75,13560,1Fam,5,5,1,0,5,1978,1560,2,GasA,Y,864,0,2006,172956.290332608
84,12493,1Fam,5,5,2,0,5,2000,1686,3,GasA,Y,3493,0,2008,249207.484423299
94,10793,1Fam,6,6,2,1,5,1956,1462,1,GasA,Y,1484,0,2007,164364.791370765
87,11207,1Fam,5,5,2,0,10,1892,928,3,GasA,Y,2080,0,2010,155829.490931056
60,10000,1Fam,7,4,1,0,6,1997,844,3,GasA,N,1719,0,2010,188147.68111406
85,7207,1Fam,6,3,1,1,5,1966,1040,3,GasA,Y,630,0,2006,97355.5713293038
67,9672,1Fam,8,5,3,0,7,1983,764,2,GasA,Y,987,0,2009,176973.138949071
85,11900,TwnhsE,5,5,2,0,4,2004,0,3,GasA,Y,1306,0,2010,96565.0928769835
50,4500,1Fam,6,5,1,0,5,1953,795,4,GasA,Y,1200,0,2008,108612.400796233
79,8199,TwnhsE,5,6,1,1,7,2003,980,3,GasA,Y,2374,0,2007,183001.988683695
85,9991,TwnhsE,4,8,1,1,8,1998,796,3,GasA,Y,968,0,2009,118795.960762527
80,11248,1Fam,4,5,1,0,6,2007,864,2,GasA,Y,1242,0,2008,107277.650416199
90,45600,1Fam,6,5,2,0,7,1998,105,2,GasA,Y,3493,0,2006,208450.160698305
50,13350,1Fam,5,5,2,1,8,1958,1454,3,GasA,N,848,0,2007,162276.518545963
79,13869,1Fam,6,7,2,1,4,1997,1158,3,GasA,Y,1978,0,2008,229406.001176826
50,6204,1Fam,6,3,2,0,7,1948,876,4,GasA,N,1564,0,2006,92884.3471964001
78,15660,1Fam,7,5,1,0,5,2007,892,3,GasA,Y,1788,0,2008,235191.621055893
64,10778,1Fam,5,5,2,0,6,1918,1792,3,GasA,Y,1960,0,2008,144042.010442091
60,7930,1Fam,6,8,1,1,7,2005,1264,3,GasA,Y,1720,0,2008,214419.289476231
67,9920,Duplex,5,6,1,1,5,1984,1360,1,GasA,Y,1682,0,2007,143487.348273659
84,40094,1Fam,4,6,2,1,5,2007,1478,4,GasA,Y,1112,0,2006,216193.914651142
89,6240,1Fam,5,5,2,0,5,1983,894,3,GasA,Y,1484,0,2006,153876.802586647
83,2665,1Fam,6,7,2,1,6,2007,780,3,GasA,N,1768,0,2008,185931.570057202
60,7446,1Fam,7,5,1,1,7,1966,596,3,GasA,Y,923,0,2009,135477.561570222
60,8640,1Fam,6,5,2,0,8,1923,1419,4,GasA,N,1236,0,2008,152112.959674151
75,4058,TwnhsE,6,6,1,0,7,2007,915,2,GasA,Y,1535,0,2006,179056.850369447
75,13400,1Fam,5,5,1,0,8,2005,1080,3,GasA,Y,923,0,2009,163576.561245714
55,53227,1Fam,7,6,1,1,8,1982,1237,3,GasA,Y,928,0,2008,170091.101734744
69,3880,1Fam,7,6,2,1,5,1910,864,2,GasA,Y,1620,0,2009,155758.348486434
68,12919,1Fam,9,5,2,0,6,2002,0,3,GasA,Y,720,0,2006,170469.056775155
72,13518,Duplex,6,5,2,0,4,2009,588,3,GasA,Y,1277,0,2006,176813.680997066
100,10140,1Fam,7,5,2,0,6,2004,793,4,GasA,Y,1032,0,2010,129816.641135538
24,7590,1Fam,6,5,1,0,7,1976,1063,3,GasA,Y,864,0,2006,144581.83832233
30,8521,1Fam,7,7,1,1,6,1977,789,3,GasA,Y,1252,0,2009,143994.0520155
52,11216,Duplex,7,7,2,0,6,2003,1299,3,GasA,Y,2715,0,2006,311227.180465003
57,4712,1Fam,5,6,1,1,8,1952,1203,4,GasA,Y,1097,0,2007,107527.906576357
95,10656,1Fam,5,5,2,1,6,1954,1358,4,GasW,Y,1869,0,2006,184100.102810519
103,31770,1Fam,5,7,1,0,8,1957,832,6,GasA,Y,2082,0,2008,223905.325821509
80,6420,1Fam,8,5,1,1,7,1956,1116,3,GasA,Y,1707,0,2007,202031.450562667
50,7332,1Fam,8,5,2,0,6,2006,817,2,GasA,Y,1680,0,2006,236514.428409595
64,14859,1Fam,7,5,2,0,7,1991,811,2,GasA,Y,1032,0,2009,185993.913582307
100,12984,1Fam,8,4,2,0,6,1994,731,4,GasA,Y,2200,0,2007,247915.476046748
72,9416,1Fam,6,5,1,0,6,1963,1500,1,GasA,Y,1358,0,2008,187866.529731346
60,9571,1Fam,6,5,2,0,12,1965,1293,2,GasA,Y,1539,0,2009,155970.513803627
60,9636,1Fam,5,5,2,1,5,1976,1158,3,GasA,Y,1482,0,2010,184073.423686941
70,7892,1Fam,10,5,1,0,6,1976,440,4,GasA,Y,1850,0,2008,215918.746779427
79,16647,1Fam,5,5,1,0,6,1997,1413,3,GasA,Y,1080,0,2009,150202.61241204
75,9022,1Fam,5,5,1,1,6,2003,864,3,GasA,Y,988,0,2008,163008.02473149
50,15593,1Fam,5,5,2,1,7,1968,846,2,GasA,Y,1595,0,2006,155039.892506821
60,3230,1Fam,7,6,1,0,5,1988,1486,4,GasA,Y,2640,0,2006,258977.667504964
96,11645,1Fam,4,5,1,0,10,2005,916,3,GasA,N,1121,0,2009,126354.982437996
47,5306,1Fam,5,5,2,0,6,1963,684,0,GasA,Y,1152,0,2006,91973.002443139
24,1920,1Fam,6,5,1,1,7,1937,611,2,GasA,Y,864,648,2007,84655.4043741518
67,10655,1Fam,7,7,2,0,12,1957,1440,3,GasA,Y,1102,0,2009,172261.522042685
98,8536,1Fam,6,6,1,1,6,1970,721,2,GasA,Y,792,0,2009,120760.747872341
60,13682,1Fam,6,6,1,0,7,1954,1258,4,GasA,Y,1429,0,2006,211211.685454814
60,8978,1Fam,6,6,1,0,7,1892,864,2,GasA,Y,2296,0,2010,160457.494080628
70,8125,1Fam,8,6,1,1,6,1957,1337,3,GasA,Y,1728,0,2009,226437.562438505
79,8400,1Fam,8,5,2,0,8,1978,1158,3,GasA,Y,2978,0,2008,304055.061570795
21,9101,1Fam,5,5,2,0,4,1967,853,3,GasA,Y,2417,0,2009,182706.859216887
70,9000,1Fam,6,5,2,0,6,1922,798,4,GasA,Y,2183,0,2007,141248.691046364
76,7758,1Fam,5,5,1,1,6,1976,651,2,GasA,Y,1164,0,2010,108639.857809392
80,5310,1Fam,7,6,2,0,6,1910,832,2,GasA,Y,1411,0,2007,103383.599303058
80,4426,1Fam,9,5,1,0,8,2009,907,3,GasA,Y,1511,0,2008,213739.389817521
80,13758,TwnhsE,4,8,1,1,11,2006,1029,3,GasA,Y,900,0,2006,158620.514798821
41,8163,TwnhsE,7,5,2,1,5,1993,1064,3,GasA,Y,1800,0,2008,225171.664560347
24,11404,1Fam,6,6,1,1,4,1915,728,1,GasA,Y,2262,0,2007,175409.032293566
24,11275,TwnhsE,5,5,0,1,5,1970,1488,3,GasA,Y,965,0,2010,164699.171433397
92,11457,2fmCon,6,7,2,0,8,1972,728,8,GasA,Y,1002,0,2009,166710.306220055
60,9022,1Fam,3,5,2,1,7,2005,864,4,GasA,Y,2062,0,2007,171108.781315434
65,2117,1Fam,5,5,1,0,8,1962,998,2,GasA,Y,907,0,2007,103165.488414832
100,6402,1Fam,8,6,2,1,6,1976,996,3,GasA,N,1795,0,2010,214486.835198208
75,6768,1Fam,7,5,1,0,8,2003,1208,2,GasA,Y,1442,0,2009,220916.348471226
60,10650,1Fam,4,5,2,0,5,2003,938,3,GasA,Y,2452,0,2007,196562.83179971
60,7259,1Fam,9,6,2,0,4,1954,716,2,GasA,Y,1635,0,2009,199267.961435241
70,6240,1Fam,5,4,2,0,7,1954,896,3,GasA,Y,1348,0,2006,132146.008939298
85,14364,1Fam,9,7,2,0,7,1915,849,2,GasA,Y,1776,0,2008,232340.41619365
110,13837,1Fam,6,5,1,0,6,1959,1196,3,GasA,Y,1958,0,2009,213489.406157257
52,7851,1Fam,7,4,1,0,6,1982,978,3,GasA,N,864,0,2007,129530.35483781
80,10530,1Fam,5,5,2,0,7,1970,965,3,GasA,Y,1684,0,2006,147149.78115172
65,11988,1Fam,8,7,2,1,7,1904,894,3,GasA,Y,1216,0,2007,149398.201205508
60,10900,1Fam,8,5,2,1,12,1922,1722,2,GasA,Y,1337,0,2006,260276.356350397
60,11851,1Fam,6,6,1,1,6,1950,846,3,GasA,Y,1489,0,2007,132359.378868595
80,8244,1Fam,7,5,1,0,6,2006,1117,3,GasA,Y,1924,0,2008,220473.07358013
67,4426,1Fam,7,6,2,1,7,1999,672,2,GasA,N,1550,0,2008,218621.420241932
60,9018,TwnhsE,4,5,2,1,7,1965,1533,3,GasA,Y,1566,0,2007,143936.683670048
60,2280,1Fam,6,6,2,0,7,2007,440,3,GasA,Y,1386,0,2009,204238.746793004
52,4388,TwnhsE,5,6,1,1,6,1997,1258,3,GasA,N,2031,0,2010,194761.551351721
55,10206,TwnhsE,8,2,2,0,5,2008,1004,3,GasA,Y,1632,0,2006,166046.553375898
76,14850,1Fam,7,7,2,0,8,1955,1225,4,GasA,Y,1431,0,2008,176002.111877034
66,11194,1Fam,4,5,1,1,4,1971,1024,4,GasA,Y,1698,0,2010,148497.409543483
60,8366,Duplex,6,5,1,0,9,1924,1040,3,GasA,Y,1506,0,2006,102545.797001453
49,9531,1Fam,6,4,1,1,6,2006,880,4,GasA,Y,784,0,2006,146638.745196533
75,1680,1Fam,7,5,1,1,7,2005,1593,3,GasA,Y,816,0,2008,182120.849455276
60,9945,1Fam,5,5,2,1,4,1937,600,3,GasA,Y,1234,0,2008,118243.068598606
73,7264,Twnhs,6,5,1,0,6,2005,972,6,GasW,Y,2775,0,2009,182997.417174038
84,10530,TwnhsE,6,3,1,0,5,1924,1484,3,GasA,Y,1629,0,2009,140861.687829874
60,9056,1Fam,5,7,2,1,6,1935,1907,3,GasA,Y,1224,0,2006,169305.940533016
78,10500,1Fam,6,8,1,0,5,2006,1145,3,GasA,N,912,0,2010,162192.433594657
79,11988,1Fam,4,5,2,1,7,1956,1391,3,GasA,Y,1125,0,2010,137809.04083367
60,5820,1Fam,6,7,1,0,6,1993,1041,2,GasA,Y,925,0,2006,128065.01834923
102,8712,1Fam,5,6,2,1,5,2006,1302,2,GasA,Y,1199,0,2007,188258.758941253
44,6762,1Fam,7,6,2,0,9,1936,1248,3,GasA,Y,1288,0,2007,102614.334307071
68,5586,1Fam,7,5,1,0,7,2002,1554,2,GasA,Y,480,0,2006,217949.881937587
69,13125,TwnhsE,7,6,2,0,7,2002,840,3,GasA,Y,1391,0,2008,174347.920456226
80,8400,1Fam,5,6,2,0,5,1970,1026,3,GasA,N,1728,0,2006,119364.555282834
60,6240,1Fam,5,5,1,0,5,1934,1422,3,GasA,Y,1652,0,2010,145356.891502959
65,10800,1Fam,5,7,2,1,8,2003,1580,3,GasA,Y,2149,0,2008,233356.569728359
76,4130,1Fam,5,5,1,0,6,2006,1488,6,GasA,Y,1922,0,2009,175175.724902469
91,8100,1Fam,5,5,2,1,5,1912,882,3,GasA,Y,845,0,2007,111730.883224919
34,8760,1Fam,9,8,2,0,6,1994,1468,2,GasA,Y,1610,0,2006,263793.42611732
92,6040,1Fam,5,7,1,0,6,2005,689,3,GasA,Y,1456,0,2009,166187.952712702
60,9672,1Fam,7,6,1,1,6,1966,1026,3,GasA,Y,1959,0,2006,198903.846144772
63,6000,1Fam,6,6,2,1,11,2007,624,2,GasA,Y,1976,0,2008,219895.923227515
71,8738,TwnhsE,7,5,1,0,7,2003,1428,4,GasA,Y,1511,0,2008,162591.969491878
83,8546,1Fam,7,8,1,1,5,1949,1604,3,GasA,Y,1040,0,2008,186103.035316384
100,11200,TwnhsE,9,5,2,1,7,1950,742,3,GasA,Y,1559,0,2007,194305.73933045
72,8791,1Fam,9,5,1,0,5,1970,742,3,GasA,Y,1558,0,2008,196379.288119487
67,10206,1Fam,7,5,1,1,6,2001,1533,2,GasA,Y,935,0,2009,198944.51503209
70,9236,1Fam,6,5,1,0,5,1936,1125,3,GasW,Y,912,0,2006,152851.391348102
86,7875,1Fam,7,5,2,1,7,1950,1188,2,GasA,Y,1234,0,2007,168358.925938754
78,9600,1Fam,5,5,2,1,5,2005,996,3,GasA,Y,747,0,2009,114696.770488885
75,16033,1Fam,6,5,1,0,6,1964,1204,2,GasA,Y,2468,0,2007,167452.427162761
70,9303,1Fam,8,5,2,0,9,1880,1372,3,GasA,Y,1216,0,2008,163379.140212858
55,8640,1Fam,7,5,2,0,6,2001,799,3,GasA,Y,1381,0,2006,175535.640513295
66,7819,1Fam,6,5,1,0,4,2005,740,2,GasA,Y,2084,0,2006,195694.890458925
80,8640,TwnhsE,8,5,2,1,5,2006,960,4,GasA,Y,2576,0,2006,293911.819909735
85,15602,1Fam,5,5,2,0,5,1977,1144,3,GasA,N,1060,0,2007,165467.498365862
47,10800,1Fam,6,7,2,0,7,2007,1125,2,GasA,Y,1904,0,2009,212908.710286994
70,28698,1Fam,7,6,2,1,5,2005,1588,3,GasA,Y,1479,0,2010,205995.397570479
65,16492,1Fam,6,7,1,0,5,1972,816,3,GasA,Y,948,0,2007,145939.862113359
74,8000,1Fam,5,5,2,0,9,2004,1158,3,GasA,Y,1268,0,2008,157160.942242584
59,8750,1Fam,7,5,1,0,9,2001,1188,2,GasA,Y,999,0,2010,133327.684022326
134,8125,1Fam,5,5,2,1,7,1960,1200,1,GasA,Y,3112,0,2010,188899.674266084
43,10839,1Fam,5,5,2,0,8,1924,0,4,GasA,Y,1604,0,2006,178814.700007982
36,1890,1Fam,5,5,2,1,6,1950,1156,2,GasA,Y,1112,0,2006,146541.492070108
70,7700,1Fam,5,5,1,0,10,1998,1151,3,GasA,Y,1502,0,2007,171825.074980495
61,8480,TwnhsE,8,5,1,1,7,2000,975,2,GasA,Y,980,0,2007,154847.064203955
77,15431,1Fam,7,7,2,1,10,1959,1144,3,GasA,Y,1535,0,2006,220437.630196718
24,10728,1Fam,6,4,2,0,7,1929,952,2,GasA,Y,1526,0,2009,106645.538074814
83,11029,1Fam,7,6,1,1,6,1920,1181,4,GasA,Y,630,0,2008,124142.972126816
60,14157,1Fam,5,6,1,0,6,2007,689,2,GasA,Y,1328,0,2007,174982.253175721
74,11049,1Fam,5,6,1,0,6,1973,1266,3,GasA,Y,1150,0,2008,196554.107749462
47,5900,1Fam,4,5,1,0,8,1977,945,3,GasA,Y,1383,0,2009,96860.1766416511
80,5684,1Fam,6,5,1,0,9,1976,684,3,GasA,Y,1644,0,2009,126143.442255645
36,9000,1Fam,5,5,2,0,6,1955,896,3,GasA,Y,1552,0,2009,119292.246931209
60,8125,1Fam,5,5,2,0,7,2007,728,3,GasA,Y,1077,0,2007,141417.882999262
56,7862,1Fam,5,7,2,0,4,2007,993,3,GasA,Y,1431,0,2009,181095.194515267
34,12144,1Fam,5,8,1,0,7,1959,0,3,GasA,Y,1576,0,2010,140447.900287906
60,16226,1Fam,8,5,2,1,9,1955,794,2,GasA,Y,1638,0,2009,194036.983194877
121,13682,1Fam,5,5,2,0,5,1971,1095,3,GasA,Y,2020,0,2006,196655.054878504
70,8814,1Fam,4,7,1,0,6,1966,880,3,GasA,Y,1684,0,2009,120778.83797219
84,13101,TwnhsE,4,6,1,0,10,1931,864,3,GasA,Y,1440,0,2008,119047.561022949
105,13072,1Fam,4,8,1,0,9,2006,816,3,GasA,Y,773,0,2006,146041.764310243
75,10800,2fmCon,7,5,1,1,6,1972,1604,2,GasA,Y,1121,0,2006,159706.832464883
60,9505,1Fam,5,6,1,0,5,1965,1386,4,GasA,Y,1801,0,2010,139089.05577759
60,10395,1Fam,7,5,2,0,5,2005,1028,3,GasA,Y,1072,0,2009,167884.086636532
75,5790,1Fam,8,7,2,0,7,1971,864,3,GasA,Y,1721,0,2008,175181.480482726
90,1680,2fmCon,5,5,1,0,6,2007,483,3,GasA,Y,1872,0,2010,167110.596239178
50,6000,1Fam,4,5,1,0,7,1976,840,2,GasA,Y,1717,0,2007,99315.0727403377
65,14977,1Fam,7,2,2,0,5,1925,2223,3,GasA,N,910,0,2009,184122.784324468
34,12493,1Fam,5,7,1,0,6,1997,1414,3,GasA,N,2610,0,2006,237892.60683792
